,Advert Date,City,Brand,Model,Motor,Year,Kilometres,Colors,Price
1219,10 Ekim 2024,"İstanbul
Esenyurt",Kia,Sportage,1.6 T-GDI,2023,13.500,Beyaz,1.659.000
1220,10 Ekim 2024,"İstanbul
Silivri",Seat,Ateca,1.6 TDI,2019,78.000,Gri,1.349.999
1221,10 Ekim 2024,"İstanbul
Ümraniye",Volkswagen,Tiguan,1.5 TSI,2021,118.000,Siyah,1.995.000
1222,10 Ekim 2024,"Bursa
Orhangazi",Volkswagen,Tiguan,1.5 TSI,2020,70.000,Beyaz,1.600.000
1223,10 Ekim 2024,"Sivas
Merkez",Peugeot,408,GT  ,2023,24.700,Kırmızı,1.699.000
1224,10 Ekim 2024,"Adana
Ceyhan",Toyota,Hilux,2.4 D,2006,370.000,Lacivert,439.000
1225,10 Ekim 2024,"Antalya
Manavgat",Dacia,Duster,1.5 dCi,2015,39.600,Beyaz,780.000
1226,10 Ekim 2024,"İzmir
Gaziemir",Volvo,XC60,2.0 B4,2019,140.500,Mavi (metalik),2.690.000
1227,10 Ekim 2024,"İzmir
Gaziemir",Nissan,Qashqai,1.6 dCi,2017,140.000,Beyaz,969.000
1228,10 Ekim 2024,"Ankara
Sincan",BMW,X1,20d xDrive,2012,163.500,Beyaz,1.090.000
1229,10 Ekim 2024,"İstanbul
Kartal",Volkswagen,Taigo,1.5 TSI,2022,15.000,Kırmızı,1.660.000
1230,10 Ekim 2024,"İstanbul
Kartal",BMW,X3,20d xDrive,2010,210.000,Siyah,970.000
1231,10 Ekim 2024,"İstanbul
Kartal",Chevrolet,Captiva,2.0 D,2011,178.000,Beyaz,685.000
1232,10 Ekim 2024,"Ankara
Polatlı",Hyundai,Tucson,1.6 CRDi,2020,86.000,Gri (titanyum),1.575.000
1233,10 Ekim 2024,"İstanbul
Esenyurt",Volkswagen,Tiguan,1.5 TSI,2023,11.000,Gri,2.175.000
1234,10 Ekim 2024,"İstanbul
Bahçelievler",Mercedes,-,Benz GLB,2020,105.000,Mavi,2.550.000
1235,10 Ekim 2024,"İstanbul
Bağcılar",Ford,Kuga,1.5 TDCi,2020,148.000,Beyaz,1.389.999
1236,10 Ekim 2024,"İstanbul
Beşiktaş",Land,Rover,Defender 90,2022,11.911,Kahverengi,3.135.000
1237,10 Ekim 2024,"Denizli
Merkezefendi",Dacia,Duster,1.0 ECO-G,2021,47.000,Lacivert,860.000
1238,10 Ekim 2024,"Sivas
Merkez",Lada,Niva,1.7  ,2010,176.500,Beyaz,410.000
1239,10 Ekim 2024,"Denizli
Merkezefendi",Dacia,Duster,1.3 Tce,2023,6.189,Beyaz,1.600.000
1240,10 Ekim 2024,"İstanbul
Pendik",Honda,CR-V,1.6 i-DTEC,2015,154.600,Beyaz,1.350.000
1241,10 Ekim 2024,"Kayseri
Kocasinan",Nissan,Qashqai,1.5 dCi,2018,116.000,Beyaz,1.199.750
1242,10 Ekim 2024,"Balıkesir
Altıeylül",Dacia,Duster,1.0 ECO-G,2021,29.000,Mavi,874.750
1243,10 Ekim 2024,"Manisa
Salihli",Chery,Tiggo,8 Pro,2023,29.000,Mor,1.500.999
1244,10 Ekim 2024,"İzmir
Gaziemir",Land,Rover,Range Evoque,2021,34.000,Füme,3.050.000
1245,10 Ekim 2024,"Ankara
Akyurt",Hyundai,Tucson,1.6 T-GDi,2017,115.000,Bej,1.249.000
1246,10 Ekim 2024,"Kocaeli
Başiskele",Citroen,C3,Aircross 1.2,2023,11.000,Mavi,1.260.000
1247,10 Ekim 2024,"Bursa
Osmangazi",Nissan,Qashqai,1.6 dCi,2016,107.000,Beyaz,1.155.000
1248,10 Ekim 2024,"Ankara
Yenimahalle",Toyota,Corolla,Cross 1.8,2023,43.000,Beyaz,1.740.000
1249,10 Ekim 2024,"Konya
Karatay",Kia,Sportage,1.6 T-GDI,2023,22.500,Beyaz,1.930.000
1250,10 Ekim 2024,"Kayseri
Kocasinan",Jeep,Patriot,2.0 CRD,2008,287.000,Siyah,922.500
1251,10 Ekim 2024,"İstanbul
Çekmeköy",Jeep,Grand,Cherokee 5.2,1997,362.011,Siyah,480.000
1252,10 Ekim 2024,"İstanbul
Çekmeköy",Land,Rover,Range Sport,2019,105.250,Gri,5.075.000
1253,10 Ekim 2024,"İstanbul
Sarıyer",Nissan,Qashqai,1.5 e-Power,2022,17.500,Beyaz,2.100.000
1254,10 Ekim 2024,"Tokat
Turhal",Audi,Q3,1.4 TFSi,2015,129.000,Beyaz,1.375.000
1255,10 Ekim 2024,"Kayseri
Kocasinan",Chevrolet,Captiva,2.0 D,2009,313.000,Beyaz,595.000
1256,10 Ekim 2024,"Denizli
Merkezefendi",Chery,Tiggo,7 Pro,2023,6.001,Gri,1.485.000
1257,10 Ekim 2024,"Samsun
Ondokuzmayıs",Dacia,Duster,1.5 dCi,2013,370.000,Beyaz,540.000
1258,10 Ekim 2024,"Manisa
Turgutlu",Kia,Sorento,2.5 CRDi,2006,317.000,Gri,480.000
1259,10 Ekim 2024,"Antalya
Kepez",Chevrolet,Captiva,2.0 D,2009,230.000,Siyah,650.000
1260,10 Ekim 2024,"İstanbul
Gaziosmanpaşa",Peugeot,3008,1.6 BlueHDi,2018,160.000,Siyah,1.297.000
1261,10 Ekim 2024,"Bursa
Nilüfer",Ford,Ranger,2.0 EcoBlue,2019,100.000,Gri,1.350.000
1262,10 Ekim 2024,"Bolu
Mudurnu",Volkswagen,Tiguan,1.4 TSI,2016,150.000,Kahverengi,1.225.000
1263,10 Ekim 2024,"Mersin
Silifke",Nissan,Qashqai,1.6 dCi,2017,115.000,Gri,1.020.000
1264,10 Ekim 2024,"Isparta
Merkez",Opel,Mokka-e,Ultimate  ,2023,23.000,Beyaz,1.235.000
1265,10 Ekim 2024,"Isparta
Merkez",Kia,Niro,EV Elegance,2023,45.000,Füme,1.315.000
1266,10 Ekim 2024,"İstanbul
Bağcılar",Peugeot,2008,1.6 e-HDi,2015,170.000,Beyaz,700.000
1267,10 Ekim 2024,"Eskişehir
Odunpazarı",BMW,X1,16i sDrive,2015,106.000,Siyah,1.195.000
1268,10 Ekim 2024,"Eskişehir
Odunpazarı",Peugeot,5008,1.6 e-HDi,2013,113.000,Beyaz,885.000
1269,10 Ekim 2024,"Aydın
Nazilli",Land,Rover,Freelander 2.0,2000,385.000,Şampanya,335.000
1270,10 Ekim 2024,"Mersin
Erdemli",Audi,Q5,2.0 TDI,2012,282.000,Beyaz,1.250.000
1271,10 Ekim 2024,"Mersin
Erdemli",Mitsubishi,L,200 4x2,1999,367.000,Beyaz,395.000
1272,10 Ekim 2024,"Mersin
Erdemli",Volkswagen,Tiguan,1.4 TSI,2012,226.000,Beyaz,805.000
1273,10 Ekim 2024,"Mersin
Erdemli",Isuzu,D-Max,2.5 4x2,2009,252.000,Gri,645.000
1274,10 Ekim 2024,"İzmir
Tire",Nissan,Skystar,4x2  ,1999,372.000,Gri,395.000
1275,10 Ekim 2024,"İzmir
Tire",Ford,Ranger,2.5 TDCi,2010,253.160,Gri,625.000
1276,10 Ekim 2024,"İstanbul
Bahçelievler",Honda,CR-V,2.0i ES,1999,369.000,Gri,415.000
1277,10 Ekim 2024,"Ankara
Yenimahalle",Land,Rover,Freelander 2.2,2007,226.000,Siyah,799.000
1278,10 Ekim 2024,"İzmir
Gaziemir",Porsche,Cayenne,3.0 V6,2021,70.000,Gri,10.050.000
1279,10 Ekim 2024,"İzmir
Gaziemir",Porsche,Macan,2.0 T,2022,45.700,Gri,5.300.000
1280,10 Ekim 2024,"İstanbul
Ümraniye",Ford,Ranger,2.0 EcoBlue,2021,70.000,Turuncu,1.590.000
1281,10 Ekim 2024,"İstanbul
Ümraniye",Jeep,Cherokee,4.0  ,1993,320.000,Bej,350.000
1282,10 Ekim 2024,"İzmir
Bornova",Chevrolet,Captiva,2.0 D,2012,50.000,Beyaz,595.000
1283,10 Ekim 2024,"İstanbul
Tuzla",Fiat,Egea,Cross 1.4,2023,15.750,Mavi,825.000
1284,10 Ekim 2024,"Adana
Çukurova",Jeep,Grand,Cherokee 2.7,2002,298.000,Siyah,710.000
1285,10 Ekim 2024,"Denizli
Pamukkale",Peugeot,2008,1.5 BlueHDI,2020,113.000,Gri,1.197.900
1286,10 Ekim 2024,"Denizli
Merkezefendi",Dacia,Duster,1.3 Tce,2023,6.290,Beyaz,1.600.000
1287,10 Ekim 2024,"Denizli
Merkezefendi",Dacia,Duster,1.3 Tce,2023,6.055,Beyaz,1.600.000
1288,10 Ekim 2024,"Denizli
Merkezefendi",Dacia,Duster,1.3 Tce,2023,6.464,Beyaz,1.600.000
1289,10 Ekim 2024,"Denizli
Merkezefendi",Dacia,Duster,1.3 Tce,2023,6.500,Beyaz,1.600.000
1290,10 Ekim 2024,"İstanbul
Bayrampaşa",Peugeot,3008,1.5 BlueHDI,2023,13.000,Füme,1.849.000
1291,10 Ekim 2024,"Denizli
Merkezefendi",Isuzu,D-Max,2.5 4x4,2014,235.000,Gri,769.000
1292,10 Ekim 2024,"Ankara
Altındağ",Chevrolet,Captiva,2.0 D,2007,263.450,Siyah,510.000
1293,10 Ekim 2024,"Ankara
Altındağ",Hyundai,ix35,1.6 GDI,2013,107.000,Beyaz,865.000
1294,10 Ekim 2024,"Bursa
Yenişehir",Mitsubishi,L,200 4x2,1998,177.350,Gri,375.000
1295,10 Ekim 2024,"Bursa
Nilüfer",Chery,Tiggo,7 Pro,2024,8.000,Beyaz,1.770.000
1296,10 Ekim 2024,"Bursa
Nilüfer",Renault,Koleos,1.3 TCe,2023,7.285,Beyaz,1.685.000
1297,10 Ekim 2024,"Bursa
Nilüfer",Chery,Tiggo,8 Pro,2023,14.000,Gri,1.560.000
1298,10 Ekim 2024,"Nevşehir
Merkez",Chevrolet,Captiva,2.0 D,2011,252.000,Beyaz,675.000
1299,10 Ekim 2024,"Bursa
Osmangazi",Hyundai,Tucson,2.0 CRDi,2009,199.000,Siyah,675.000
1300,10 Ekim 2024,"Adana
Seyhan",Audi,Q5,2.0 TDI,2020,144.000,Beyaz,3.075.000
1301,10 Ekim 2024,"Antalya
Muratpaşa",Dacia,Duster,1.0 Tce,2022,47.000,Beyaz,827.750
1302,10 Ekim 2024,"İstanbul
Ataşehir",Jeep,Renegade,1.3 Turbo,2022,71.000,Gri,1.159.500
1303,10 Ekim 2024,"Denizli
Merkezefendi",Ford,Kuga,1.5 EcoBoost,2023,45.760,Mavi,1.495.000
1304,10 Ekim 2024,"Yalova
Çiftlikköy",Hyundai,Bayon,1.4 MPI,2023,11.590,Kırmızı,884.000
1305,10 Ekim 2024,"Bursa
Osmangazi",Hyundai,Tucson,2.0 CRDi,2009,199.000,Siyah,675.000
1306,10 Ekim 2024,"İstanbul
Sarıyer",BMW,X5,30d xDrive,2013,220.000,Siyah,2.700.000
1307,10 Ekim 2024,"Trabzon
Of",Cadillac,Escalade,6.2 V8,2007,170.000,Siyah,2.400.000
1308,10 Ekim 2024,"İstanbul
Esenyurt",Seat,Arona,1.0 EcoTSI,2021,76.025,Gri,1.095.000
1309,10 Ekim 2024,"Kocaeli
İzmit",BMW,X1,20i sDrive,2023,18.424,Gri,2.999.500
1310,10 Ekim 2024,"İzmir
Gaziemir",Hyundai,Bayon,1.4 MPI,2023,32.000,Mavi,1.085.000
1311,10 Ekim 2024,"Kocaeli
İzmit",Peugeot,3008,1.5 BlueHDI,2020,125.192,Gri,1.348.000
1312,10 Ekim 2024,"İstanbul
Kartal",Land,Rover,Discovery 2.7,2007,252.000,Kahverengi,925.000
1313,10 Ekim 2024,"İzmir
Gaziemir",Land,Rover,Range Sport,2017,103.925,Gri,3.490.000
1314,10 Ekim 2024,"Gaziantep
Şehitkamil",Chevrolet,Captiva,2.0 D,2008,164.000,Siyah,675.000
1315,10 Ekim 2024,"Manisa
Salihli",Hyundai,Tucson,1.6 T-GDi,2017,83.000,Gri,1.269.000
1316,10 Ekim 2024,"Isparta
Merkez",Nissan,Qashqai,1.5 dCi,2012,217.000,Mor,685.000
1317,10 Ekim 2024,"Isparta
Merkez",Nissan,Qashqai,1.6 Tekna,2012,152.000,Gri,810.000
1318,10 Ekim 2024,"Zonguldak
Ereğli",Kia,Sportage,1.6 T-GDI,2017,92.000,Gri,1.215.750
1319,10 Ekim 2024,"Zonguldak
Ereğli",Jeep,Grand,Cherokee 3.0,2014,170.000,Beyaz,2.525.750
1320,10 Ekim 2024,"Kahramanmaraş
Onikişubat",Skoda,Kodiaq,1.5 TSI,2020,20.000,Siyah,1.900.000
1321,10 Ekim 2024,"Ankara
Keçiören",Kia,Sportage,1.6 GDI,2015,106.500,Beyaz,939.900
1322,10 Ekim 2024,"Antalya
Muratpaşa",Chevrolet,Captiva,2.0 D,2009,195.000,Beyaz,599.900
1323,10 Ekim 2024,"Adana
Seyhan",Dacia,Sandero,Stepway 1.0,2021,136.000,Kırmızı,845.900
1324,10 Ekim 2024,"Bolu
Merkez",BMW,X5,30d xDrive,2009,258.000,Beyaz,1.260.000
1325,10 Ekim 2024,"Kastamonu
Merkez",Audi,E-Tron,55 Quattro,2020,40.000,Siyah,4.000.000
1326,10 Ekim 2024,"Ankara
Yenimahalle",Ford,Puma,1.0 EcoBoost,2020,70.000,Beyaz,1.059.750
1327,10 Ekim 2024,"Muğla
Ortaca",Nissan,Skystar,4x2  ,2005,356.869,Gri,540.000
1328,10 Ekim 2024,"Sakarya
Erenler",Opel,Grandland,1.2 Turbo,2023,35.210,Beyaz,1.524.000
1329,10 Ekim 2024,"İstanbul
Sultanbeyli",Dacia,Duster,1.5 dCi,2018,162.000,Beyaz,915.000
1330,10 Ekim 2024,"İzmir
Buca",Fiat,Egea,Cross 1.4,2024,6.050,Beyaz,1.500.000
1331,10 Ekim 2024,"Manisa
Salihli",Hyundai,ix35,1.6 GDI,2015,99.500,Beyaz,959.000
1332,10 Ekim 2024,"Muğla
Menteşe",Dacia,Duster,1.5 dCi,2018,49.348,Lacivert,985.000
1333,10 Ekim 2024,"Muğla
Menteşe",Dacia,Duster,1.5 dCi,2017,103.000,Beyaz,879.000
1334,10 Ekim 2024,"İzmir
Gaziemir",Ford,Ranger,2.0 EcoBlue,2020,176.852,Beyaz,1.199.900
1335,10 Ekim 2024,"Kayseri
Kocasinan",Nissan,Qashqai,1.6 dCi,2014,195.000,Beyaz,945.000
1336,10 Ekim 2024,"Kocaeli
İzmit",BMW,X5,25d xDrive,2014,157.026,Beyaz,2.475.000
1337,10 Ekim 2024,"Adana
Seyhan",Honda,HR-V,1.5 i-VTEC,2016,168.000,Lacivert,1.050.000
1338,10 Ekim 2024,"İstanbul
Beylikdüzü",Honda,CR-V,1.6 i-DTEC,2016,222.000,Beyaz,989.999
1339,10 Ekim 2024,"Ankara
Mamak",Skoda,Yeti,1.2 TSI,2011,244.000,Beyaz,599.500
1340,10 Ekim 2024,"Mardin
Artuklu",Renault,Kadjar,1.5 dCi,2017,138.000,Siyah,1.050.000
1341,10 Ekim 2024,"Muğla
Bodrum",Ford,Ranger,2.2 TDCi,2012,275.000,Beyaz,708.000
1342,10 Ekim 2024,"Çanakkale
Biga",Peugeot,2008,1.2 PureTech,2023,20.000,Mavi,1.425.000
1343,10 Ekim 2024,"Çanakkale
Biga",Fiat,Egea,Cross 1.4,2023,25.000,Beyaz,865.000
1344,10 Ekim 2024,"Çanakkale
Biga",Nissan,Qashqai,1.5 dCi,2013,189.000,Beyaz,670.000
1345,10 Ekim 2024,"Bursa
Nilüfer",MG,HS,1.5 T-GDI,2022,40.000,Gri,1.359.900
1346,10 Ekim 2024,"Denizli
Pamukkale",Hyundai,Tucson,1.6 CRDi,2021,36.945,Gri,1.550.000
1347,10 Ekim 2024,"İstanbul
Üsküdar",Seat,Ateca,1.4 TSI,2017,65.000,Kahverengi,1.335.750
1348,10 Ekim 2024,"İstanbul
Ataşehir",MINI,Cooper,Countryman 1.5,2018,102.000,Yeşil,1.299.000
1349,10 Ekim 2024,"İstanbul
Bahçelievler",Land,Rover,Range 3.0,2020,78.000,Yeşil,9.650.000
1350,10 Ekim 2024,"Gaziantep
Şehitkamil",Opel,Mokka,1.2 T,2021,78.070,Mavi,1.190.000
1351,10 Ekim 2024,"İstanbul
Beşiktaş",Porsche,Cayenne,S Diesel,2015,119.000,Füme,4.375.000
1352,10 Ekim 2024,"Denizli
Pamukkale",Chery,Tiggo,7 Pro,2024,6.001,Beyaz,1.675.000
1353,10 Ekim 2024,"İstanbul
Kadıköy",Rolls-Royce,Cullinan,6.7 V12,2023,12.200,Füme,69.000.000
1354,10 Ekim 2024,"İstanbul
Pendik",MINI,Cooper,Countryman 1.6,2013,117.000,Gri,810.000
1355,10 Ekim 2024,"Ankara
Yenimahalle",Nissan,Qashqai,1.3 DIG-T,2023,23.000,Beyaz,1.699.900
1356,10 Ekim 2024,"İstanbul
Maltepe",Ford,EcoSport,1.0 EcoBoost,2020,45.000,Mavi,956.900
1357,10 Ekim 2024,"İstanbul
Beylikdüzü",MG,HS,1.5 T-GDI,2023,28.089,Siyah,1.465.000
1358,10 Ekim 2024,"İstanbul
Ataşehir",Dacia,Duster,1.5 BlueDCI,2021,122.500,Beyaz,789.000
1359,10 Ekim 2024,"Kahramanmaraş
Onikişubat",Fiat,Fullback,2.4 D,2016,356.000,Beyaz,525.000
1360,10 Ekim 2024,"Yalova
Merkez",Seat,Arona,1.0 EcoTSI,2023,27.000,Gri,985.000
1361,10 Ekim 2024,"İstanbul
Üsküdar",Mazda,CX-5,2.0i SkyActive-G,2023,7.000,Gri,2.367.750
1362,10 Ekim 2024,"Ankara
Çankaya",Daihatsu,Feroza,1.6 SX,1993,318.000,Füme,299.000
1363,10 Ekim 2024,"Samsun
Çarşamba",Chevrolet,Captiva,2.0 D,2011,230.000,Siyah,628.500
1364,10 Ekim 2024,"Samsun
Çarşamba",Jeep,Grand,Cherokee 5.2,1994,250.000,Yeşil (metalik),485.000
1365,10 Ekim 2024,"İstanbul
Ataşehir",Audi,Q7,3.0 TDI,2008,246.000,Siyah,1.065.000
1366,10 Ekim 2024,"Aydın
Nazilli",Fiat,Egea,Cross 1.4,2021,117.000,Beyaz,745.000
1367,10 Ekim 2024,"Konya
Karatay",Mitsubishi,L,200 4x2,2014,211.801,Gri,585.000
1368,10 Ekim 2024,"Kayseri
Kocasinan",Nissan,Qashqai+2,1.5 dCi,2012,280.000,Beyaz,749.000
1369,10 Ekim 2024,"Kayseri
Kocasinan",Ford,Kuga,1.5 TDCi,2017,80.000,Beyaz,1.260.000
1370,10 Ekim 2024,"Kayseri
Kocasinan",Kia,Sportage,1.6 GDI,2017,100.000,Kırmızı,1.160.000
1371,10 Ekim 2024,"İstanbul
Kartal",Peugeot,2008,1.5 BlueHDI,2023,54.671,Gri,1.429.000
1372,10 Ekim 2024,"İstanbul
Kartal",Renault,Captur,1.3 TCe,2023,51.477,Gri,1.184.000
1373,10 Ekim 2024,"İstanbul
Sancaktepe",Opel,Grandland,X 1.5,2019,144.500,Beyaz,1.185.000
1374,10 Ekim 2024,"Samsun
İlkadım",Kia,Stonic,1.4 MPI,2021,75.000,Gri,945.000
1375,10 Ekim 2024,"Samsun
İlkadım",Renault,Captur,1.3 TCe,2021,121.000,Turuncu,965.000
1376,10 Ekim 2024,"Trabzon
Akçaabat",Dacia,Duster,1.6 Sce,2020,105.000,Beyaz,775.000
1377,10 Ekim 2024,"Eskişehir
Odunpazarı",Kia,Sorento,2.5 CRDi,2005,355.000,Gri,375.000
1378,10 Ekim 2024,"İzmir
Bornova",Renault,Austral,1.3 Hybrid,2023,6.001,Gri (titanyum),1.810.000
1379,10 Ekim 2024,"İstanbul
Kartal",Nissan,Qashqai,1.5 e-Power,2023,49.343,Gri,1.729.000
1380,10 Ekim 2024,"İstanbul
Bağcılar",Opel,Grandland,1.5 D,2023,32.683,Beyaz,1.525.900
1381,10 Ekim 2024,"İstanbul
Kartal",Renault,Captur,1.3 TCe,2023,36.392,Kırmızı,1.194.000
1382,10 Ekim 2024,"İstanbul
Kartal",Nissan,Qashqai,1.3 DIG-T,2023,55.184,Siyah,1.544.000
1383,10 Ekim 2024,"Kütahya
Merkez",Fiat,Egea,Cross 1.4,2021,35.000,Beyaz,850.000
1384,10 Ekim 2024,"İstanbul
Kartal",Toyota,C-HR,1.8 Hybrid,2023,45.172,Gri,1.379.000
1385,10 Ekim 2024,"İstanbul
Kadıköy",Volvo,XC40,1.5 T3,2020,25.000,Beyaz,2.305.000
1386,10 Ekim 2024,"Konya
Karatay",Kia,Stonic,1.4 MPI,2023,11.045,Gri,1.150.000
1387,10 Ekim 2024,"Balıkesir
Edremit",Audi,Q5,40 TDI,2021,60.000,Mavi (metalik),4.930.000
1388,10 Ekim 2024,"İstanbul
Ataşehir",MINI,Cooper,Countryman 1.5,2023,30.000,Yeşil,1.899.000
1389,10 Ekim 2024,"Adana
Seyhan",Land,Rover,Range Evoque,2013,270.000,Beyaz,1.375.000
1390,10 Ekim 2024,"İstanbul
Ataşehir",Audi,Q3,1.4 TFSi,2015,77.000,Siyah,1.449.000
1391,10 Ekim 2024,"Kocaeli
İzmit",Peugeot,3008,1.5 BlueHDI,2021,276.982,Gri,1.330.000
1392,10 Ekim 2024,"Samsun
Bafra",Peugeot,3008,1.6 BlueHDi,2017,140.000,Gri,1.155.000
1393,10 Ekim 2024,"Antalya
Kepez",Dacia,Duster,1.3 Tce,2022,79.000,Beyaz,949.950
1394,10 Ekim 2024,"İstanbul
Beyoğlu",Kia,Sportage,1.6 GDI,2014,125.080,Şampanya,889.000
1395,10 Ekim 2024,"İzmir
Gaziemir",Mercedes,-,Benz GLK,2009,245.981,Kahverengi,1.145.000
1396,10 Ekim 2024,"İzmir
Gaziemir",MINI,Cooper,Countryman 1.5,2023,25.689,Siyah,2.195.000
1397,10 Ekim 2024,"İstanbul
Kadıköy",Volvo,XC60,2.0 B4,2020,75.000,Beyaz,3.220.000
1398,10 Ekim 2024,"İstanbul
Kadıköy",Skoda,Karoq,1.5 TSI,2023,15.000,Kırmızı,1.935.000
1399,10 Ekim 2024,"İstanbul
Ataşehir",TOGG,T10X,V2  ,2023,11.000,Beyaz,1.599.000
1400,10 Ekim 2024,"Aydın
Nazilli",Dacia,Duster,1.5 dCi,2017,304.000,Beyaz,655.000
1401,10 Ekim 2024,"Bolu
Merkez",Daihatsu,Feroza,1.6 SX,1994,345.000,Beyaz,420.000
1402,10 Ekim 2024,"Trabzon
Akçaabat",Volvo,XC90,2.0 B5,2020,59.000,Beyaz,4.750.000
1403,10 Ekim 2024,"Trabzon
Of",Mitsubishi,L,200 4x2,2005,250.000,Lacivert,490.000
1404,10 Ekim 2024,"Gaziantep
Şehitkamil",TOGG,T10X,V2  ,2023,6.500,Kırmızı,1.458.000
1405,10 Ekim 2024,"Antalya
Muratpaşa",Ford,Ranger,2.2 TDCi,2018,6.001,Siyah,1.675.000
1406,10 Ekim 2024,"Antalya
Serik",Toyota,Hilux,2.4 D-4D,2023,6.001,Gri,2.275.000
1407,10 Ekim 2024,"İzmir
Gaziemir",Porsche,Macan,2.0  ,2017,95.000,Kahverengi,2.815.000
1408,10 Ekim 2024,"İstanbul
Avcılar",Peugeot,3008,1.5 BlueHDI,2020,140.000,Gri,1.280.000
1409,10 Ekim 2024,"Antalya
Konyaaltı",Land,Rover,Range Sport,2008,295.000,Beyaz,975.750
1410,10 Ekim 2024,"Bursa
Osmangazi",Peugeot,5008,1.6 HDi,2011,243.000,Siyah,598.000
1411,10 Ekim 2024,"Gaziantep
Şehitkamil",Isuzu,D-Max,2.5 4x4,2017,168.000,Gri,700.000
1412,10 Ekim 2024,"Kütahya
Domaniç",Nissan,Juke,1.5 dCi,2015,169.000,Beyaz,725.000
1413,10 Ekim 2024,"Samsun
Bafra",Dacia,Duster,1.5 BlueDCI,2021,128.000,Beyaz,960.000
1414,10 Ekim 2024,"Antalya
Alanya",Toyota,Hilux,2.4 D-4D,2022,8.000,Füme,1.735.000
1415,09 Ekim 2024,"İzmir
Bornova",Nissan,Juke,1.5 dCi,2012,320.000,Kırmızı,635.000
1416,09 Ekim 2024,"İzmir
Tire",Nissan,Pick,Up 2WD,1998,361.500,Mavi (metalik),375.000
1417,09 Ekim 2024,"Denizli
Çivril",Land,Rover,Range 4.6,1997,111.111,Siyah,500.000
1418,09 Ekim 2024,"İzmir
Tire",Ford,Ranger,2.5 TDCi,2010,253.160,Gri (Gümüş),625.000
1419,09 Ekim 2024,"Kocaeli
Derince",Nissan,Qashqai,1.6 Tekna,2008,390.000,Gri,520.000
1420,09 Ekim 2024,"Tekirdağ
Çorlu",Daihatsu,Terios,1.3 SX,2005,248.000,Siyah,585.000
1421,09 Ekim 2024,"Trabzon
Yomra",Jeep,Wrangler,2.5 Sport,1997,123.000,Siyah,1.300.000
1422,09 Ekim 2024,"Antalya
Konyaaltı",Fiat,Egea,Cross 1.4,2023,26.500,Gri,830.000
1423,09 Ekim 2024,"Konya
Karatay",Dacia,Duster,1.5 BlueDCI,2020,165.000,Beyaz,825.000
1424,09 Ekim 2024,"İstanbul
Kartal",Citroen,C5,Aircross 1.5,2020,47.000,Gri,1.435.000
1425,09 Ekim 2024,"Antalya
Muratpaşa",Dacia,Duster,1.5 dCi,2016,181.000,Beyaz,715.000
1426,09 Ekim 2024,"Mardin
Kızıltepe",Dacia,Duster,1.5 dCi,2017,234.000,Beyaz,730.000
1427,09 Ekim 2024,"Antalya
Muratpaşa",Opel,Crossland,1.2 T,2022,28.000,Füme,1.015.000
1428,09 Ekim 2024,"Kahramanmaraş
Dulkadiroğlu",Toyota,Hilux,2.4 D-4D,2019,130.000,Beyaz,1.150.000
1429,09 Ekim 2024,"Aksaray
Merkez",Chevrolet,Captiva,2.0 D,2011,146.000,Siyah,700.000
1430,09 Ekim 2024,"İstanbul
Başakşehir",Chevrolet,Captiva,2.0 D,2013,121.000,Kahverengi,915.000
1431,09 Ekim 2024,"Samsun
Bafra",Toyota,Hilux,2.4 D-4D,2020,36.000,Kırmızı,1.230.000
1432,09 Ekim 2024,"Kocaeli
Gebze",Jeep,Compass,1.3 GSE,2021,128.000,Beyaz,1.475.000
1433,09 Ekim 2024,"Kahramanmaraş
Onikişubat",Skoda,Yeti,1.6 TDI,2012,169.000,Beyaz,699.000
1434,09 Ekim 2024,"Kütahya
Tavşanlı",Ford,EcoSport,1.5 TDCI,2018,135.000,Beyaz,855.000
1435,09 Ekim 2024,"Hatay
Reyhanlı",Skoda,Yeti,1.6 TDI,2012,312.000,Beyaz,555.000
1436,09 Ekim 2024,"Samsun
Bafra",Dacia,Duster,1.5 BlueDCI,2019,144.000,Beyaz,835.000
1437,09 Ekim 2024,"Afyonkarahisar
Merkez",Volkswagen,Tiguan,1.4 TSI,2011,170.000,Beyaz,779.000
1438,09 Ekim 2024,"İstanbul
Beylikdüzü",Ford,Kuga,1.5 EcoBlue,2022,78.000,Beyaz,1.720.000
1439,09 Ekim 2024,"Karabük
Safranbolu",Nissan,Qashqai,1.6 Tekna,2011,114.700,Siyah,755.000
1440,09 Ekim 2024,"İstanbul
Ataşehir",Peugeot,2008,1.5 BlueHDI,2023,47.000,Kırmızı,1.379.000
1441,09 Ekim 2024,"İzmir
Bayındır",Mercedes,-,Benz GLA,2016,85.000,Beyaz,1.695.000
1442,09 Ekim 2024,"İstanbul
Kadıköy",Jeep,Grand,Cherokee 2.5,1997,72.442,Mavi,1.495.000
1443,09 Ekim 2024,"Zonguldak
Kilimli",Land,Rover,Range Evoque,2015,162.000,Mavi (metalik),2.250.000
1444,09 Ekim 2024,"İstanbul
Beyoğlu",Nissan,Qashqai,1.5 dCi,2012,143.884,Gri,749.000
1445,09 Ekim 2024,"Zonguldak
Kilimli",Land,Rover,Range Sport,2011,404.000,Siyah,1.250.000
